# CLASS: RAW_MEASUREMENT — full declaration-rolled sentence profile (every profiled sentence attributed, never top-N); the retained raw product the generated program and population views derive from.
basis	file	line_start	line_end	name	kind	secs	tactic	goal_head	program_key	population	notes
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	48	50	r_iota_cause	Definition	0.282	obs_direct (prog [ PL [ Syntax.Name (Names.predeclared_ordinary Names.PIota) ] ]	RP.result_cause_views	inline:49c304cf1bd6	CAUSE_VIEW	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	52	55	o_cx_typed_payload	Definition	2.756	split; obs_direct (prog [ PL [ CPLX (CONV Names.PFloat32 (ILIT 1)) (CONV Names.P	RP.result_cause_views	inline:b1315aa801a7	CAUSE_VIEW	also result_req_views
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	57	57	r_main_as_type	Definition	0.019	reject.	Compilable.rejects	inline:aca9c56b2318	VERDICT_ONLY	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	60	60	o_main_shadowed	Definition	0.026	outside.	Compilable.outsides	inline:78ca46446674	VERDICT_ONLY	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	63	81	r_redecl_payload	Definition	1.015	assert (H : map RP.diag_group_name (dsites (prog [ Syntax.DeclarationStmt (Synta		inline:43eeca9d61fe	GROUP_VIEW	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	84	87	r_unbound_app_dep	Definition	1.226	obs_direct (prog [ Syntax.ExprStmt (APP (OID "undefined") []) ]).	existsb	inline:83127280c219	EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	90	93	r_child_stmt_dep	Definition	0.074	obs_direct (prog [ Syntax.ExprStmt (APP (Names.predeclared_ordinary Names.PIota)	existsb	inline:22f6c077278b	EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	96	99	r_redecl_type_dep	Definition	0.589	obs_direct (prog [ Syntax.DeclarationStmt (Syntax.VarDecl [ Syntax.MakeVarSpec (	existsb	inline:4ac17493eeb9	EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	102	102	c_main_only	Definition	0.004	compileok.	Compilable.compiles		VERDICT_ONLY	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	105	105	r_main_multiple	Definition	0.004	reject.	Compilable.rejects		VERDICT_ONLY	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	107	124	r_main_multiple_payload	Definition	0.173	assert (H : map RP.diag_group_name (dsites (prog_tops [ main0 ; main0 ])) = [ So			GROUP_VIEW	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	127	150	d4_collision_redeclared_coexist	Definition	4.736	apply andb_true_intro. split. - destruct (AN.result_collision_ref (rres p_collis	andb		EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	153	161	mm17_2_main_one_none	Lemma	0.297	unfold pmissing, ppkg. assert (Hnil : AN.result_missing_main_refs (rres (prog_to	pmissing		EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	164	172	mm17_3_main_multiple_none	Lemma	0.321	unfold pmissing, ppkg. assert (Hnil : AN.result_missing_main_refs (rres (prog_to	pmissing		EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	175	189	mm17_4_collision_view	Lemma	4.551	unfold pcollision, ppkg. destruct (AN.result_collision_ref (rres p_collision)) a	option_map		EXACT_READER	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	191	191	dr_default_ovf	Definition	0.01	reject.	Compilable.rejects		VERDICT_ONLY	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	193	193	dr_multi_main	Definition	0.005	reject.	Compilable.rejects		VERDICT_ONLY	
0b9206b3cca692872798231fd43f3168134600ad3a749b8f6209f6f0d421be9f	e2e/WitnessRejectD.v	195	195	dc_ok	Definition	0.012	compileok.	Compilable.compiles		VERDICT_ONLY	
